area_fips,Cropland,Desert,Grassland,Other,Urban,Water,Woodland
01001,0.6887768732030364,0.0,0.0,0.0,0.0,0.0,0.3112231267969635
01003,0.12120603040981649,0.0,0.0,0.12198706585981213,3.8564285821677475e-05,0.0,0.6088515642874026
01005,0.3662562484349975,0.0,0.0,0.0,0.0,0.03673259801899272,0.2849205504144898
01007,0.1117852853005478,0.0,0.0,0.0,0.0,0.0,0.5998772723846236
01009,0.4083806228403619,0.0,0.0,0.0,0.0,0.0,0.1158829177442706
01011,0.6040486051977436,0.0,0.0,0.0,0.0,0.0,0.39595139480225633
01013,0.031366123782769005,0.0,0.0,0.03991639751626245,0.0,0.0,0.042572976366963715
01015,0.06282212476879837,0.0,0.0,0.0,0.0,0.0,0.04378072250294404
01017,0.5065725396353574,0.0,0.0,0.0,0.0,0.0,0.004902808146804832
01019,0.07042616832831426,0.0,0.0,0.0,0.0,0.02275258676032396,0.02438792780437691
01021,0.3674674500171777,0.0,0.0,0.0,0.0,0.0048711086242634065,0.6276614413585591
01023,0.00012191604986109819,0.0,0.0,0.05997830545198324,0.0,0.0,0.36046991472092493
01025,0.15128738485593343,0.0,0.0,0.07360786633112648,0.0,0.0,0.2160085010073065
01027,0.02232955346397203,0.0,0.0,0.0,0.0,0.0,0.03358296925321145
01029,0.1845014989674198,0.0,0.0,0.0,0.0,0.0,0.29108657089103146
01031,0.3004779599818361,0.0,0.0,0.08414068297706982,0.0,0.0,0.0016691533621659403
01033,0.6413028675597846,0.0,0.0,0.0,0.0,0.00680495865662025,0.35189217378359505
01035,0.25717064971048953,0.0,0.0,0.15557277149168253,0.0,0.0,0.587256578797828
01037,0.01331830059951621,0.0,0.0,0.0,0.0,0.03343867006512773,0.9532430293353561
01039,0.29839132445066036,0.0,0.0,0.03148317395865286,0.0,0.0,0.38080983708258526
01041,0.7938242064458487,0.0,0.0,0.07240341627277173,0.0,0.0,0.13377237728137956
01043,0.947483591234476,0.0,0.0,0.0,0.0,0.03344663632434245,0.019069772441181472
01045,0.8641797117249814,0.0,0.0,0.13582028827501855,0.0,0.0,0.0
01047,0.1950712063408507,0.0,0.0,0.0,0.0,0.0,0.05472629905436073
01049,0.18226931736245613,0.0,0.0,0.0,0.0,0.0,0.06937394257456544
01051,0.06990554354584617,0.0,0.0,0.0,0.0013243498408263916,0.0057002383477096664,0.05966992377699595
01053,0.09685828532464281,0.0,0.0,0.12765462069070427,0.0,0.0,0.36931686420829235
01055,0.6404037114254054,0.0,0.0,0.0,0.1244758407928863,0.0,0.23512044778170826
01057,0.018119023853763728,0.0,0.0,0.0,0.0,0.0,0.07262637409683351
01059,0.01566015231956894,0.0,0.0,0.0012012436445975009,0.0,0.0,0.015256987509332008
01061,0.4757267343323024,0.0,0.0,0.36623198647278066,0.0,0.0,0.1580412791949168
01063,0.02316212333688657,0.0,0.0,0.014288323682592698,0.0,0.0,0.041775390018629115
01065,0.2705124496895019,0.0,0.0,0.039121995018053836,0.0,0.0,0.07835850228646887
01067,0.09030441746556071,0.0,0.0,0.0,0.0,0.0048773255498967705,0.0017900649551987997
01069,0.1638255597859482,0.0,0.0,0.0021455351592398223,0.0,0.0,0.01351863263905199
01071,0.03158512625931341,0.0,0.0,0.0,0.0,0.0037850228159521182,0.01515376369557696
01073,0.009084903097168345,0.0,0.0,0.0,0.008204244122628901,0.0,0.028944898976816767
01075,0.11073592636334442,0.0,0.0,0.0,0.0,0.0,0.1655913883589078
01077,0.24700135439621235,0.0,0.0,0.0,0.0,0.03690268050420794,0.09229958459517489
01079,0.06896252441357906,0.0,0.0,0.0,0.0,0.003804442862241306,0.03919943123426509
01081,0.07874849316453358,0.0,0.0,0.0,0.0,0.0026404303590040587,0.014813839660319739
01083,0.35967953012085924,0.0,0.0,0.0,0.0,0.052284294240193874,0.0
01085,0.2531636544549616,0.0,0.0,0.0,0.0,0.0,0.16041346667959017
01087,0.1475015685663007,0.0,0.0,0.0,0.0,0.0,0.02283298797709766
01089,0.041013586171366564,0.0,0.0,0.0,0.004176941851981131,0.0010289168454492295,0.003457917294485242
01091,0.40312638957873737,0.0,0.0,0.0560491945182603,0.0,0.0,0.5408244159030023
01093,0.03403256326491041,0.0,0.0,0.0003838971648930802,0.0,0.0,0.030647051194176926
01095,0.05831777973883423,0.0,0.0,0.0,0.0,0.005713678541028601,0.00044281113401022743
01097,0.06763250576218548,0.0,0.0,0.1341612800207006,0.1631317941265757,0.0,0.6350744200905384
01099,0.03135227173302012,0.0,0.0,0.001569831788392874,0.0,0.0,0.05408426826940998
