b_dist,mean,q25,q75,b_width,industry
0.3,0.91632075645335,0.8863425014788994,0.9517618119667544,1,Natural Gas
1.0,0.6420943203938466,0.6185056871279213,0.6666058936681418,1,Natural Gas
3.0,0.23050719577368287,0.1947914101040653,0.2612303151822607,1,Natural Gas
6.0,0.03898362716941442,0.029342373058227768,0.047004125313233676,1,Natural Gas
10.0,0.0345035368033475,0.005228000573840286,0.01668854548855291,1,Natural Gas
20.0,0.006577799650122932,0.0017415199587831783,0.008248635582837938,1,Natural Gas
30.0,0.005097991723729991,0.0017684064195313655,0.00534743480078261,1,Natural Gas
50.0,0.0025403527657432905,0.0005451917264036432,0.0027166437821859748,1,Natural Gas
75.0,0.003372001777496456,0.00029020770940070735,0.002103192690008877,1,Natural Gas
100.0,0.0009009009275868158,0.00023238508487367102,0.000731053429955958,1,Natural Gas
300.0,0.000944137402376407,9.499893752817746e-05,0.00042481609964230326,1,Natural Gas
500.0,0.00043812301317854176,4.438850586925353e-05,0.0005104570591509566,1,Natural Gas
0.3,0.9928269410244909,0.9874387148259948,0.9986479456952576,3,Natural Gas
1.0,0.9658982590311147,0.9430025778063122,0.9871929371083183,3,Natural Gas
3.0,0.8659942944425285,0.8400391752820076,0.8979431682614734,3,Natural Gas
6.0,0.597164710552081,0.549837929914018,0.6341182327518811,3,Natural Gas
10.0,0.34778193810715213,0.32203076346660253,0.3761572328401758,3,Natural Gas
20.0,0.10379597388004008,0.08708963881369022,0.11067199285684533,3,Natural Gas
30.0,0.05792577834103863,0.047787764984835876,0.06595098611200746,3,Natural Gas
50.0,0.0382692386703174,0.030391538248657875,0.043317578424806616,3,Natural Gas
75.0,0.02777169225061152,0.0174424683574067,0.02924788765828782,3,Natural Gas
100.0,0.016712234865612373,0.01250902579336996,0.019490358629606144,3,Natural Gas
300.0,0.008838563178733676,0.005316715850178035,0.010955885682438578,3,Natural Gas
500.0,0.009557083987881517,0.0056827911162358365,0.011840318320464798,3,Natural Gas
0.3,0.9996846087331785,0.9993731306861013,0.999936612447532,10,Natural Gas
1.0,0.9984716759418802,0.9971214663317493,0.9995862288179785,10,Natural Gas
3.0,0.9905189460098575,0.9871832360887186,0.9945050089105162,10,Natural Gas
6.0,0.9536086302620004,0.9472944719167342,0.9638190047153387,10,Natural Gas
10.0,0.8837189814231876,0.8732130017206039,0.89244048936693,10,Natural Gas
20.0,0.6681883782403423,0.6601998139120876,0.6776463376296464,10,Natural Gas
30.0,0.4749036151098285,0.4670594261813303,0.4847403004593117,10,Natural Gas
50.0,0.25917471335362186,0.2501650556720124,0.2688106608580396,10,Natural Gas
75.0,0.15417872841046257,0.1434774799696323,0.1638698623461892,10,Natural Gas
100.0,0.10599035633264946,0.09670906037513914,0.11496109281053352,10,Natural Gas
300.0,0.046574185307608665,0.0421727579845825,0.05277962733767866,10,Natural Gas
500.0,0.050120308822092445,0.04374848601072954,0.055126745188057574,10,Natural Gas
0.3,0.9993864267987399,0.9988996916870416,0.9998073091476578,30,Natural Gas
1.0,0.9987365023026749,0.9972961230957162,0.999635121486773,30,Natural Gas
3.0,0.9973758028601443,0.9951002623966236,0.9996412316091451,30,Natural Gas
6.0,0.9848949103717384,0.9823571689584981,0.9864735300593211,30,Natural Gas
10.0,0.9643346085437392,0.9597511535018691,0.9701464664197874,30,Natural Gas
20.0,0.8873462746819111,0.8776562690263289,0.8968905633516154,30,Natural Gas
30.0,0.7716859173303015,0.7581016562036761,0.7815281462741875,30,Natural Gas
50.0,0.5308314159203722,0.5188921392776644,0.5426199462438106,30,Natural Gas
75.0,0.31366183241643525,0.30219184222283,0.3237398477388301,30,Natural Gas
100.0,0.21053736369640352,0.1984731827489434,0.22245083941780358,30,Natural Gas
300.0,0.08447086768818403,0.0775403724478989,0.0937592006796226,30,Natural Gas
500.0,0.08744796909948123,0.0779031311525431,0.0993423135696003,30,Natural Gas
0.3,0.9988498996195373,0.9981420829455859,0.9993602204493992,100,Natural Gas
1.0,0.9966472839073578,0.9951511495713614,0.9977504440665671,100,Natural Gas
3.0,0.9929162727985584,0.9900527551253058,0.9956655903621305,100,Natural Gas
6.0,0.9768239528038318,0.9745991976587559,0.9787261062953319,100,Natural Gas
10.0,0.954759016259078,0.9498642321404718,0.9601743389891333,100,Natural Gas
20.0,0.88390553641917,0.8766498906705952,0.8897707432825753,100,Natural Gas
30.0,0.7886358979611301,0.7770403284025285,0.7980574729498146,100,Natural Gas
50.0,0.5899302000595983,0.5757895449331363,0.6037218547443667,100,Natural Gas
75.0,0.3701557547819031,0.3570998629767109,0.3824642762699491,100,Natural Gas
100.0,0.24281918312018427,0.2280311735844122,0.25382964931815816,100,Natural Gas
300.0,0.0932916973691508,0.08495616345556725,0.10247085577393156,100,Natural Gas
500.0,0.09504978450469519,0.08396742635291103,0.10730681100470735,100,Natural Gas
0.3,0.9866164007611098,0.9336993676584406,1.041101191673334,1,Oil Refineries
1.0,0.7636550344008242,0.6783782994923976,0.85849626758201,1,Oil Refineries
3.0,0.32539913587216657,0.2698358955573204,0.38126768536487937,1,Oil Refineries
6.0,0.04028560573306276,0.02962962835172106,0.046874803670261166,1,Oil Refineries
10.0,0.048584698384559734,0.007449859633223592,0.07197529702849877,1,Oil Refineries
20.0,0.0065019954286444125,0.00028477472567807883,0.0013519481794280123,1,Oil Refineries
30.0,0.006310786810750107,6.635553434833233e-05,0.004686219427609591,1,Oil Refineries
50.0,0.0031347823352163486,3.310194082326416e-06,0.0036261227501361453,1,Oil Refineries
75.0,0.008175997183994553,5.965182088906421e-07,2.8860096907510863e-05,1,Oil Refineries
100.0,0.0002982739058310706,1.1311943352554371e-06,5.109596584391457e-05,1,Oil Refineries
300.0,1.4816625118715172e-05,9.008585569832645e-09,1.3436123832253159e-05,1,Oil Refineries
500.0,1.9691264697605456e-07,1.3075303952334698e-10,2.982313126588642e-08,1,Oil Refineries
0.3,0.9938777332420794,0.9845318592028712,1.0030911577641748,3,Oil Refineries
1.0,0.9530669110469104,0.9237727441354997,0.982187145038488,3,Oil Refineries
3.0,0.7877522759266975,0.746331990237605,0.8296786426153804,3,Oil Refineries
6.0,0.5044757639399567,0.4803402289681665,0.5363682694089524,3,Oil Refineries
10.0,0.3023410882452892,0.2626826892741055,0.3390552760938211,3,Oil Refineries
20.0,0.07207649127480456,0.052936897345402724,0.07939429225059637,3,Oil Refineries
30.0,0.036249131170382046,0.018169528048434223,0.04731812862618004,3,Oil Refineries
50.0,0.024983716874591243,0.0050440158411197535,0.04021180889116467,3,Oil Refineries
75.0,0.02056928320318134,0.002512893348243031,0.01115937077243765,3,Oil Refineries
100.0,0.010561441080452264,0.00259437735112853,0.01344441864609126,3,Oil Refineries
300.0,0.0014935524932974892,0.00025232605338323255,0.0020253425306055142,3,Oil Refineries
500.0,0.0003208770574539555,2.3358165419939786e-05,0.0002938503252670899,3,Oil Refineries
0.3,1.000177099455409,0.999480578204704,1.0010132203613513,10,Oil Refineries
1.0,0.997553963455169,0.994559139353173,0.9997651938252687,10,Oil Refineries
3.0,0.9793527086548302,0.9738665153576593,0.9847371363600589,10,Oil Refineries
6.0,0.937338443160525,0.9272878018490718,0.9497486095289478,10,Oil Refineries
10.0,0.8590262354754171,0.8380317358431194,0.8771949053466335,10,Oil Refineries
20.0,0.6124943928875931,0.600229311569286,0.6256222780723347,10,Oil Refineries
30.0,0.399469537184056,0.3784322665481454,0.41766430745958955,10,Oil Refineries
50.0,0.16614125101313046,0.15012678599248824,0.1835738492646236,10,Oil Refineries
75.0,0.08867748626354645,0.057422380736492626,0.11351345839328522,10,Oil Refineries
100.0,0.07927424156014484,0.04810522437451746,0.10692088085494933,10,Oil Refineries
300.0,0.020809743436388636,0.012700152493896635,0.02981750175847378,10,Oil Refineries
500.0,0.007010171361973824,0.0023275353741649095,0.010896367528453198,10,Oil Refineries
0.3,1.0018424892317832,1.000920615402417,1.0024807337858406,30,Oil Refineries
1.0,1.0035738640430714,1.001973234344169,1.0054951397917822,30,Oil Refineries
3.0,0.9965622017478316,0.9924487830644646,1.000226551965898,30,Oil Refineries
6.0,0.9832694199419588,0.9789268532241717,0.9912991505558025,30,Oil Refineries
10.0,0.9570091937375285,0.9465394415288229,0.9691436783581586,30,Oil Refineries
20.0,0.8554986540145789,0.8376487173061868,0.8745088988567878,30,Oil Refineries
30.0,0.7219975888245215,0.6980109901963936,0.7407735482851969,30,Oil Refineries
50.0,0.43921798176524157,0.42060227348108936,0.4697217463974593,30,Oil Refineries
75.0,0.22465366040164877,0.18783746716815972,0.2624640599981457,30,Oil Refineries
100.0,0.15274816429090363,0.10994236387059823,0.18469746462709152,30,Oil Refineries
300.0,0.04196781838051748,0.024224073970304943,0.05774551636214939,30,Oil Refineries
500.0,0.016810981247439023,0.008587409600487893,0.023525442523913517,30,Oil Refineries
0.3,1.0018318151753485,1.0000760233562258,1.003486717010328,100,Oil Refineries
1.0,1.0033148280711797,1.0007697693237205,1.006549304168967,100,Oil Refineries
3.0,0.9922304465874312,0.9887760421460936,0.9959809288775637,100,Oil Refineries
6.0,0.9751963441540558,0.9712147148163176,0.9819012193380727,100,Oil Refineries
10.0,0.9463283350577746,0.9402167239935112,0.9563960865627795,100,Oil Refineries
20.0,0.8534053264163227,0.8356061391532212,0.8712131709603658,100,Oil Refineries
30.0,0.7444976494369493,0.7241596146044367,0.7625918987924296,100,Oil Refineries
50.0,0.5136541828351439,0.4931335249399044,0.5363118303992869,100,Oil Refineries
75.0,0.28663040646812327,0.2536555599010945,0.3230521892751411,100,Oil Refineries
100.0,0.17799917966166312,0.14106230908881817,0.21172526374783712,100,Oil Refineries
300.0,0.04688854644076721,0.028538774136053466,0.06241186044645068,100,Oil Refineries
500.0,0.01973859411431663,0.010912762065705526,0.026823089873888685,100,Oil Refineries
